ID,p_a,p_b,delta,abs_delta,pred_a,pred_b,crossed,conf_a,conf_b,conf_delta,zone_a,zone_b
722c468b-9985-4584-87ee-5f94748f4b4e_1,0.7083754887022,0.7998910974126505,0.0915156087104505,0.0915156087104505,1,1,0,0.20837548870220002,0.2998910974126505,0.0915156087104505,0.6-0.8,0.6-0.8
f523fe7d-790b-4dfa-abd7-460ce34b90c6_0,0.8053767649513033,0.8967078186271623,0.09133105367585903,0.09133105367585903,1,1,0,0.3053767649513033,0.3967078186271623,0.09133105367585903,>0.8,>0.8
2dc1d8b0-fb82-4767-955f-053ed5ac9db6_0,0.6785756804131349,0.7697783623502896,0.09120268193715475,0.09120268193715475,1,1,0,0.17857568041313487,0.2697783623502896,0.09120268193715475,0.6-0.8,0.6-0.8
c6ed008c-04dc-4313-83ee-47aa3687c4c7_0,0.8189148302503761,0.9077791117821205,0.0888642815317443,0.0888642815317443,1,1,0,0.31891483025037615,0.40777911178212045,0.0888642815317443,>0.8,>0.8
261b8154-b455-4caa-b1b9-6a40a9bf48a6_0,0.8165809932428154,0.905423836751914,0.08884284350909855,0.08884284350909855,1,1,0,0.3165809932428154,0.40542383675191396,0.08884284350909855,>0.8,>0.8
67a37d8a-6a7d-43ea-8ca4-484c08ebb3b0_1,0.6548643958570034,0.7427476557498657,0.08788325989286228,0.08788325989286228,1,1,0,0.1548643958570034,0.24274765574986568,0.08788325989286228,0.6-0.8,0.6-0.8
22a19f51-ec65-4457-a439-4226278f14e8_1,0.3530243287772622,0.2657887975547564,-0.08723553122250582,0.08723553122250582,0,0,0,0.1469756712227378,0.23421120244524363,0.08723553122250582,0.2-0.4,0.2-0.4
a9491aa4-2f4e-404c-835c-c7863a7ba067_0,0.2861675848463201,0.1994383501110078,-0.0867292347353123,0.0867292347353123,0,0,0,0.2138324151536799,0.3005616498889922,0.0867292347353123,0.2-0.4,<0.2
9709ba19-60ef-4cb2-b14c-ecebca160b33_1,0.2715334111630908,0.1849931812502614,-0.08654022991282942,0.08654022991282942,0,0,0,0.22846658883690918,0.31500681874973857,0.08654022991282939,0.2-0.4,<0.2
04a77f49-f4e6-4a7f-a82e-28771226ca1d_0,0.4490277413646557,0.3641085402651481,-0.08491920109950757,0.08491920109950757,0,0,0,0.050972258635344325,0.1358914597348519,0.08491920109950757,0.4-0.6,0.2-0.4
271f3adf-af70-4501-8f16-4deabfc6541e_0,0.2374759092230312,0.3217237685991463,0.08424785937611512,0.08424785937611512,0,0,0,0.2625240907769688,0.1782762314008537,-0.08424785937611512,0.2-0.4,0.2-0.4
bfd874c1-e50a-4ffc-9cfd-1ab31cd01f2e_0,0.7308353582309424,0.8148813121822245,0.08404595395128212,0.08404595395128212,1,1,0,0.23083535823094237,0.3148813121822245,0.08404595395128212,0.6-0.8,>0.8
2e1745b6-a491-496f-9a3b-19d7477bee7a_0,0.364071706595851,0.2809125128473801,-0.08315919374847086,0.08315919374847086,0,0,0,0.13592829340414903,0.2190874871526199,0.08315919374847086,0.2-0.4,0.2-0.4
b750f4c8-5edb-4d22-bc0e-379dbe9bf13e_0,0.2546438562671441,0.175411441088997,-0.07923241517814708,0.07923241517814708,0,0,0,0.2453561437328559,0.324588558911003,0.07923241517814711,0.2-0.4,<0.2
83da85f4-a1fd-4e39-845f-4c047985353d_1,0.7935612312318886,0.8714739520527089,0.07791272082082035,0.07791272082082035,1,1,0,0.2935612312318886,0.37147395205270894,0.07791272082082035,0.6-0.8,>0.8
442fda90-4303-49d0-87e7-6736bdeb7e1d_0,0.2855248737717811,0.2091810437380107,-0.0763438300337704,0.0763438300337704,0,0,0,0.2144751262282189,0.2908189562619893,0.07634383003377038,0.2-0.4,0.2-0.4
3707414f-1fcf-4d47-8aa8-b62deb76ea2d_0,0.2121438337422753,0.1375250773088792,-0.0746187564333961,0.0746187564333961,0,0,0,0.2878561662577247,0.3624749226911208,0.0746187564333961,0.2-0.4,<0.2
ff93874b-1ec4-4f26-ba95-0e78c01d3cef_1,0.6609399901296935,0.7319549783621462,0.07101498823245267,0.07101498823245267,1,1,0,0.1609399901296935,0.23195497836214618,0.07101498823245267,0.6-0.8,0.6-0.8
10af2499-49b5-4582-aece-24e68b2739a4_1,0.2758298455314453,0.2059253635730786,-0.06990448195836668,0.06990448195836668,0,0,0,0.2241701544685547,0.2940746364269214,0.06990448195836668,0.2-0.4,0.2-0.4
60f00006-3a08-4b9e-8185-06af8de53710_1,0.1457573167121315,0.215508828302064,0.06975151158993251,0.06975151158993251,0,0,0,0.3542426832878685,0.28449117169793603,-0.06975151158993248,<0.2,0.2-0.4
de0518b4-dc8e-4394-adde-b68ac6e4019e_1,0.1795536750418764,0.1098143298132766,-0.06973934522859979,0.06973934522859979,0,0,0,0.32044632495812364,0.3901856701867234,0.06973934522859976,<0.2,<0.2
f34b7f20-1123-47b2-997c-15671b9473b3_1,0.2496602806143191,0.1822163691524361,-0.067443911461883,0.067443911461883,0,0,0,0.2503397193856809,0.3177836308475639,0.067443911461883,0.2-0.4,<0.2
7021cd57-50ae-48f0-b592-ce4d4f52bcb3_1,0.1979296964069956,0.1332545039176189,-0.0646751924893767,0.0646751924893767,0,0,0,0.3020703035930044,0.3667454960823811,0.0646751924893767,<0.2,<0.2
4c6ced61-6cf3-4a73-9787-268f25418c19_0,0.8534275158660672,0.9180343300668348,0.06460681420076753,0.06460681420076753,1,1,0,0.35342751586606724,0.41803433006683477,0.06460681420076753,>0.8,>0.8
c7603000-9958-46be-8b0b-c3c25110ca61_0,0.8127652267726447,0.8769443993246286,0.06417917255198391,0.06417917255198391,1,1,0,0.31276522677264473,0.37694439932462864,0.06417917255198391,>0.8,>0.8
c8e0643a-cd97-47c7-ab26-5719e9e99b6b_1,0.2367988469021307,0.1739882274982918,-0.06281061940383892,0.06281061940383892,0,0,0,0.2632011530978693,0.3260117725017082,0.06281061940383892,0.2-0.4,<0.2
e8a11375-11e0-48bb-9a81-99724970c2c1_0,0.3764808641918151,0.3138577959969866,-0.06262306819482849,0.06262306819482849,0,0,0,0.12351913580818491,0.1861422040030134,0.06262306819482849,0.2-0.4,0.2-0.4
09edaa38-18ee-4541-8b85-68437097ac5a_1,0.3826036934458016,0.3208935647830914,-0.061710128662710195,0.061710128662710195,0,0,0,0.11739630655419842,0.1791064352169086,0.061710128662710195,0.2-0.4,0.2-0.4
32acf1ef-ae40-426d-b7c3-8717e75d59de_0,0.0032820967390039,0.0637474380514306,0.0604653413124267,0.0604653413124267,0,0,0,0.4967179032609961,0.43625256194856943,-0.060465341312426646,<0.2,<0.2
46c81fa7-7c68-48f3-9548-8807368b0dac_1,0.003351295553067,0.0636517745020074,0.0603004789489404,0.0603004789489404,0,0,0,0.496648704446933,0.43634822549799257,-0.06030047894894042,<0.2,<0.2
cf04cc57-2e79-4d40-aaf1-b55b015f53cf_1,0.0036386217932674,0.0637709185101133,0.0601322967168459,0.0601322967168459,0,0,0,0.4963613782067326,0.4362290814898867,-0.06013229671684589,<0.2,<0.2
24321e9f-b595-468e-86b3-38d234cbad30_1,0.0037979523691986,0.0638450331806972,0.0600470808114986,0.0600470808114986,0,0,0,0.4962020476308014,0.43615496681930277,-0.06004708081149862,<0.2,<0.2
5e527b1e-93f3-43de-9278-881068eb14f7_1,0.0036775744706219,0.0637050895995744,0.0600275151289525,0.0600275151289525,0,0,0,0.4963224255293781,0.4362949104004256,-0.06002751512895249,<0.2,<0.2
efd65b9e-0f6d-4e2d-a0bc-a843b7e9bedd_0,0.0037192854557831,0.0637272058783831,0.060007920422599996,0.060007920422599996,0,0,0,0.4962807145442169,0.4362727941216169,-0.0600079204226,<0.2,<0.2
16f5b30a-ae26-46c0-a447-a45a8b6c4199_1,0.0039306482570251,0.06392332300943,0.059992674752404905,0.059992674752404905,0,0,0,0.4960693517429749,0.43607667699057,-0.059992674752404884,<0.2,<0.2
b607cbad-8b5f-401d-bd5f-89ad7cd000fc_1,0.0037821647522445,0.063765546750929,0.059983381998684505,0.059983381998684505,0,0,0,0.4962178352477555,0.436234453249071,-0.05998338199868447,<0.2,<0.2
ff77f676-8864-425d-a027-539ccc6fc440_0,0.0039760842622951,0.0638262943819198,0.05985021011962469,0.05985021011962469,0,0,0,0.4960239157377049,0.4361737056180802,-0.05985021011962466,<0.2,<0.2
84a14052-8f66-4664-82e6-327c0ca61a30_1,0.0040124225867364,0.0638506977494359,0.0598382751626995,0.0598382751626995,0,0,0,0.4959875774132636,0.4361493022505641,-0.05983827516269952,<0.2,<0.2
abe300af-c440-452c-b422-a276152ffc31_1,0.0041019392048217,0.0638493309934176,0.059747391788595894,0.059747391788595894,0,0,0,0.4958980607951783,0.4361506690065824,-0.059747391788595894,<0.2,<0.2
f79aadf5-154e-4659-9eb3-62ea8ea31244_1,0.0042885119088377,0.0639847098852169,0.0596961979763792,0.0596961979763792,0,0,0,0.4957114880911623,0.4360152901147831,-0.05969619797637915,<0.2,<0.2
1eb9dab3-8f8e-49d6-bd46-5eb047c56b0d_1,0.0043135579457353,0.0639624602624185,0.059648902316683204,0.059648902316683204,0,0,0,0.4956864420542647,0.4360375397375815,-0.05964890231668318,<0.2,<0.2
16d43bf7-0f1c-4c71-8556-76749d4a78b6_0,0.004246847976569,0.0638792242738434,0.05963237629727441,0.05963237629727441,0,0,0,0.495753152023431,0.4361207757261566,-0.059632376297274414,<0.2,<0.2
f939a8d1-160c-477b-9219-0b8077f8e17a_0,0.1491903299876055,0.0895964268750555,-0.059593903112550015,0.059593903112550015,0,0,0,0.3508096700123945,0.4104035731249445,0.05959390311255003,<0.2,<0.2
c3da740e-a21b-4492-8a0d-299c60c2b550_1,0.0042989785198615,0.0638900135997528,0.059591035079891296,0.059591035079891296,0,0,0,0.4957010214801385,0.43610998640024723,-0.059591035079891275,<0.2,<0.2
076c346e-3dda-46ac-bcf6-6eb8565585ca_0,0.0045665731732054,0.0640537379153293,0.0594871647421239,0.0594871647421239,0,0,0,0.4954334268267946,0.4359462620846707,-0.0594871647421239,<0.2,<0.2
ee83fac5-99b0-4aee-8d48-577f68a5dd05_1,0.0045316343558732,0.0639745796631394,0.059442945307266196,0.059442945307266196,0,0,0,0.4954683656441268,0.4360254203368606,-0.05944294530726618,<0.2,<0.2
a1b4c084-17e4-4b22-9dc5-93db0aeccfb1_0,0.0047584296663002,0.0641055903790377,0.0593471607127375,0.0593471607127375,0,0,0,0.4952415703336998,0.4358944096209623,-0.05934716071273749,<0.2,<0.2
c27944dd-4c7a-4d5e-926c-616bfc3346ea_1,0.004539654136456,0.0638820817051333,0.0593424275686773,0.0593424275686773,0,0,0,0.495460345863544,0.4361179182948667,-0.0593424275686773,<0.2,<0.2
37c11ed9-256e-4fa5-bb9a-ba59b72a947e_1,0.0048757223833206,0.0641953458500224,0.059319623466701804,0.059319623466701804,0,0,0,0.4951242776166794,0.4358046541499776,-0.059319623466701776,<0.2,<0.2
83da85f4-a1fd-4e39-845f-4c047985353d_0,0.0046248328382544,0.063914717776614,0.059289884938359606,0.059289884938359606,0,0,0,0.4953751671617456,0.436085282223386,-0.05928988493835963,<0.2,<0.2
bba29cbd-96c8-4604-a976-48dae5a46fd8_1,0.0049978089414359,0.0642593166113604,0.0592615076699245,0.0592615076699245,0,0,0,0.4950021910585641,0.4357406833886396,-0.059261507669924496,<0.2,<0.2
f285d740-9481-4972-b27f-62838e9170a3_0,0.802848548497889,0.8620700447613839,0.05922149626349493,0.05922149626349493,1,1,0,0.302848548497889,0.36207004476138394,0.05922149626349493,>0.8,>0.8
64feddc0-5442-487d-b507-68c81806323d_1,0.0049961211027023,0.064203665417529,0.05920754431482671,0.05920754431482671,0,0,0,0.4950038788972977,0.435796334582471,-0.059207544314826666,<0.2,<0.2
d1210ddc-8f4f-4ae0-bffb-3e6dfc85b954_1,0.0046369111270567,0.0638353259992397,0.059198414872183004,0.059198414872183004,0,0,0,0.4953630888729433,0.4361646740007603,-0.05919841487218297,<0.2,<0.2
4c5e09a4-a6dd-4e45-bea8-a1737a31aa18_1,0.0053179900535538,0.0644222177024365,0.0591042276488827,0.0591042276488827,0,0,0,0.4946820099464462,0.4355777822975635,-0.05910422764888268,<0.2,<0.2
7fabc03b-ca58-4799-8fb7-0256d011611a_1,0.0048810628839142,0.0639805778725657,0.0590995149886515,0.0590995149886515,0,0,0,0.4951189371160858,0.4360194221274343,-0.059099514988651514,<0.2,<0.2
0f8985b8-6aec-4d88-8c2a-5a42113e5a85_1,0.0053966104140582,0.0644125267288557,0.059015916314797495,0.059015916314797495,0,0,0,0.4946033895859418,0.43558747327114433,-0.05901591631479747,<0.2,<0.2
ff93874b-1ec4-4f26-ba95-0e78c01d3cef_0,0.0051971254790612,0.0641752975053559,0.058978172026294705,0.058978172026294705,0,0,0,0.4948028745209388,0.4358247024946441,-0.058978172026294684,<0.2,<0.2
376bcbe2-b42f-4d8c-abd8-cbb4a36400c3_1,0.0050041517586454,0.063970732646607,0.058966580887961605,0.058966580887961605,0,0,0,0.4949958482413546,0.436029267353393,-0.05896658088796164,<0.2,<0.2
a4d301c7-8c0e-48a7-81fa-869b3cbbe48a_1,0.0052371489055082,0.064200520342071,0.05896337143656279,0.05896337143656279,0,0,0,0.4947628510944918,0.435799479657929,-0.05896337143656283,<0.2,<0.2
aad61af2-f293-4934-8a4a-d9d36debebf0_1,0.0056769446812842,0.0645509791071358,0.058874034425851596,0.058874034425851596,0,0,0,0.4943230553187158,0.4354490208928642,-0.058874034425851596,<0.2,<0.2
a6975e8a-a4e0-492d-bb0b-34a23b2a1afa_1,0.0051348997770248,0.0639766078931551,0.0588417081161303,0.0588417081161303,0,0,0,0.4948651002229752,0.43602339210684493,-0.058841708116130265,<0.2,<0.2
60221994-ad97-4f48-9618-80bf0201ad7b_1,0.0063011644934066,0.0651278724601854,0.058826707966778795,0.058826707966778795,0,0,0,0.4936988355065934,0.43487212753981463,-0.058826707966778746,<0.2,<0.2
55d732bb-9090-4676-8676-261be0e382f0_0,0.005096261030489,0.0638475324081061,0.058751271377617105,0.058751271377617105,0,0,0,0.494903738969511,0.4361524675918939,-0.0587512713776171,<0.2,<0.2
c1591464-085b-4a77-8081-ff3511adf47e_1,0.0055830162596028,0.0643242360391443,0.058741219779541505,0.058741219779541505,0,0,0,0.4944169837403972,0.4356757639608557,-0.0587412197795415,<0.2,<0.2
b98a41f1-0669-42a1-8de2-eb3c07f3269a_0,0.005915612892761,0.0646503116874334,0.058734698794672406,0.058734698794672406,0,0,0,0.494084387107239,0.4353496883125666,-0.05873469879467241,<0.2,<0.2
734a2215-5f4c-42e0-95bc-c4d5cac5c6e4_1,0.0055644491296548,0.0642645296937529,0.0587000805640981,0.0587000805640981,0,0,0,0.4944355508703452,0.4357354703062471,-0.05870008056409809,<0.2,<0.2
6f3de54c-4f7f-47fa-b972-e3d0e6438b43_1,0.0056316091883718,0.0643033519789847,0.058671742790612894,0.058671742790612894,0,0,0,0.4943683908116282,0.4356966480210153,-0.05867174279061288,<0.2,<0.2
fb9cfb7c-497c-4054-b8e9-51986cfef675_0,0.0056190772129407,0.0642406255331463,0.0586215483202056,0.0586215483202056,0,0,0,0.4943809227870593,0.4357593744668537,-0.05862154832020561,<0.2,<0.2
c0d4f402-fae6-4206-a6bd-93c69ea44c48_1,0.005382158000472,0.0639846793785655,0.0586025213780935,0.0586025213780935,0,0,0,0.494617841999528,0.4360153206214345,-0.05860252137809352,<0.2,<0.2
fcd7fd1f-4bc9-4c0d-bd3c-d225885ace60_0,0.0059691363505921,0.0644763435551649,0.05850720720457281,0.05850720720457281,0,0,0,0.4940308636494079,0.4355236564448351,-0.05850720720457281,<0.2,<0.2
84706647-e011-441f-837c-21a17f5fc6cf_1,0.0058992268951849,0.0643752268307758,0.058475999935590904,0.058475999935590904,0,0,0,0.4941007731048151,0.4356247731692242,-0.05847599993559088,<0.2,<0.2
813feb9a-f75a-4cd3-a7b7-ebc40d16443a_1,0.0059678102018367,0.0644418340643011,0.0584740238624644,0.0584740238624644,0,0,0,0.4940321897981633,0.4355581659356989,-0.05847402386246442,<0.2,<0.2
3ba92eae-fc8d-4cf7-abf2-74948cca7ebd_1,0.0058111222740831,0.0642810545054472,0.058469932231364104,0.058469932231364104,0,0,0,0.4941888777259169,0.4357189454945528,-0.0584699322313641,<0.2,<0.2
45ef819c-862a-41b5-a553-091fa8ffd2d2_1,0.006551859286219,0.0649787116264329,0.0584268523402139,0.0584268523402139,0,0,0,0.493448140713781,0.4350212883735671,-0.058426852340213886,<0.2,<0.2
043c28b9-29bc-4dfc-9b56-43d6dbac7d4a_1,0.0054888097146944,0.0639053510988403,0.0584165413841459,0.0584165413841459,0,0,0,0.4945111902853056,0.4360946489011597,-0.058416541384145926,<0.2,<0.2
dc9be82f-e955-4d8d-9768-032e14a9606e_1,0.0063605456433081,0.0647301535778615,0.0583696079345534,0.0583696079345534,0,0,0,0.4936394543566919,0.4352698464221385,-0.05836960793455337,<0.2,<0.2
9df6b625-95b9-42c7-ac7d-6678417782c4_1,0.0059194663220984,0.0642709535683208,0.0583514872462224,0.0583514872462224,0,0,0,0.4940805336779016,0.4357290464316792,-0.05835148724622241,<0.2,<0.2
e3243b37-277e-4bf5-8cb9-8e3aa49564dc_0,0.005635720768978,0.0639710728749079,0.0583353521059299,0.0583353521059299,0,0,0,0.494364279231022,0.4360289271250921,-0.05833535210592988,<0.2,<0.2
5da77033-b06c-4f48-827e-b65693ab9c4a_0,0.0062252869278268,0.0644621182785395,0.0582368313507127,0.0582368313507127,0,0,0,0.4937747130721732,0.4355378817214605,-0.05823683135071267,<0.2,<0.2
f5c2449f-148c-48a8-90a1-a5eed42c2b3c_1,0.0057935228414922,0.0639798818048187,0.0581863589633265,0.0581863589633265,0,0,0,0.4942064771585078,0.43602011819518127,-0.05818635896332652,<0.2,<0.2
202ada76-0c8b-4395-a184-17d4eab5fc2b_1,0.0064619944849697,0.0646416886230459,0.05817969413807619,0.05817969413807619,0,0,0,0.4935380055150303,0.43535831137695413,-0.058179694138076166,<0.2,<0.2
9ad890ed-56ee-4acc-a36b-bb138535eda1_1,0.0059626180413212,0.0640980829058452,0.058135464864524006,0.058135464864524006,0,0,0,0.4940373819586788,0.4359019170941548,-0.05813546486452398,<0.2,<0.2
274fb5e6-f9b0-42ed-b75e-1e260110b378_1,0.0061694685798699,0.0642878969770501,0.058118428397180205,0.058118428397180205,0,0,0,0.4938305314201301,0.4357121030229499,-0.05811842839718023,<0.2,<0.2
0ff34fd3-80a0-4dc6-9ba1-64f12e797438_1,0.0060840096365518,0.0640917997802031,0.0580077901436513,0.0580077901436513,0,0,0,0.4939159903634482,0.4359082002197969,-0.05800779014365126,<0.2,<0.2
127f5f6a-ade9-4bd1-aac2-b24a490e2d34_1,0.0060193513340107,0.0640141632510429,0.057994811917032194,0.057994811917032194,0,0,0,0.4939806486659893,0.4359858367489571,-0.05799481191703221,<0.2,<0.2
03641877-db32-43b1-b78a-fba5a4aafa2d_1,0.0080696656864969,0.0660604690277708,0.0579908033412739,0.0579908033412739,0,0,0,0.4919303343135031,0.4339395309722292,-0.05799080334127388,<0.2,<0.2
64085b9f-e9de-4c47-8a9d-902359a4aa4c_0,0.2488680191216058,0.1909021276452811,-0.057965891476324694,0.057965891476324694,0,0,0,0.25113198087839417,0.30909787235471886,0.057965891476324694,0.2-0.4,<0.2
0adc445b-26ff-4c8e-a4eb-ed16516adb9c_1,0.0060819301162578,0.0640383054912431,0.057956375374985304,0.057956375374985304,0,0,0,0.4939180698837422,0.4359616945087569,-0.057956375374985325,<0.2,<0.2
b5fcd607-a355-41bf-b824-4f8180f8a275_1,0.0061772370794618,0.0641298173084721,0.0579525802290103,0.0579525802290103,0,0,0,0.49382276292053817,0.4358701826915279,-0.057952580229010286,<0.2,<0.2
6dc24a99-7adb-44bf-82c0-829b3efd6923_0,0.0062875059068628,0.0641784049630155,0.057890899056152696,0.057890899056152696,0,0,0,0.4937124940931372,0.4358215950369845,-0.057890899056152745,<0.2,<0.2
87ee729c-61ce-49e9-ae23-80bffd9227f3_0,0.0069162510097899,0.0647735237385616,0.0578572727287717,0.0578572727287717,0,0,0,0.4930837489902101,0.4352264762614384,-0.057857272728771725,<0.2,<0.2
605a0d3a-7612-41fc-85d1-b8fe524d9b88_0,0.0068241098407288,0.0646313280440148,0.05780721820328599,0.05780721820328599,0,0,0,0.4931758901592712,0.4353686719559852,-0.05780721820328599,<0.2,<0.2
5d9344db-49a4-4eda-a2f8-5066d5145bcf_1,0.0068159300818606,0.0646143270277525,0.057798396945891894,0.057798396945891894,0,0,0,0.4931840699181394,0.4353856729722475,-0.057798396945891894,<0.2,<0.2
c3e1c98d-03c2-4635-a2b2-e3329b1d5422_0,0.0064807085227859,0.0642406700496525,0.057759961526866604,0.057759961526866604,0,0,0,0.4935192914772141,0.4357593299503475,-0.05775996152686658,<0.2,<0.2
